ticket_id,customer_name,subject,body,category,priority,channel,created_at,resolved_at,resolution_notes,csat_score,_true_root_cause
82f767a1,Jordan,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,email,2026-05-21T08:52:00,2026-05-21T09:52:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
e6876d25,Omar,"Can't log in, reset password page just spins forever","Can't log in, reset password page just spins forever. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,phone,2026-06-20T05:51:00,2026-06-20T23:51:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
dea53a3b,Cameron,Reset link says expired immediately after I click it,"Reset link says expired immediately after I click it. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,high,email,2026-04-02T22:34:00,2026-04-03T15:34:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
280b13d3,Grace,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,email,2026-05-13T21:07:00,2026-05-16T03:07:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
12e3777f,Noah,"Password reset email never arrives, tried 4 times","Password reset email never arrives, tried 4 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,web_form,2026-05-11T22:26:00,2026-05-14T03:26:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
2972f993,Elena,Mobile app closes itself when I attach a file,"Mobile app closes itself when I attach a file. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,chat,2026-05-23T21:31:00,2026-05-24T15:31:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_mobile_upload_crash
dfd6893b,Lucas,"Integration broke overnight, API returns errors now","Integration broke overnight, API returns errors now. This broke our production integration with no warning.",Technical / Bug,urgent,chat,2026-06-21T14:45:00,2026-06-22T10:45:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_api_rate_limit_unclear
e2a7b9da,Jamie,Charged for 5 seats but we only have 1 users,"Charged for 5 seats but we only have 1 users. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,low,email,2026-06-22T22:31:00,2026-06-25T08:31:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
20d3df64,Lucas,Upload gets stuck at 5% then app force closes,"Upload gets stuck at 5% then app force closes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,medium,web_form,2026-05-19T02:43:00,2026-05-22T00:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
39f84184,Grace,"Password reset email never arrives, tried 3 times","Password reset email never arrives, tried 3 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,phone,2026-05-06T07:34:00,2026-05-07T20:34:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
62758dcc,Diego,Mobile app closes itself when I attach a file,"Mobile app closes itself when I attach a file. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,phone,2026-06-19T20:37:00,2026-06-22T19:37:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
4df079fb,Morgan,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,medium,web_form,2026-04-04T20:38:00,2026-04-06T03:38:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
91528489,Priya,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,phone,2026-06-13T20:17:00,2026-06-16T02:17:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
08b7d17a,Omar,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,chat,2026-05-30T08:12:00,2026-05-30T23:12:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
123490c8,Morgan,App crashes every time I try to upload a photo,"App crashes every time I try to upload a photo. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,medium,phone,2026-04-15T03:15:00,2026-04-18T00:15:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
6effe07f,Noah,Applied WELCOME20 and got charged full price anyway,"Applied WELCOME20 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,email,2026-04-18T23:34:00,2026-04-21T14:34:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
378a3201,Jordan,Applied SPRING25 and got charged full price anyway,"Applied SPRING25 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,web_form,2026-06-10T09:04:00,2026-06-12T11:04:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
8a149faa,Riley,"Can't attach images on the iOS app, it just crashes","Can't attach images on the iOS app, it just crashes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,phone,2026-04-18T16:13:00,2026-04-21T16:13:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
b65f77f6,Jordan,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,chat,2026-05-04T17:59:00,2026-05-06T23:59:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_mobile_upload_crash
d181dc22,Ines,"Coupon SAVE10 worked yesterday, now it says expired","Coupon SAVE10 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,email,2026-04-24T04:30:00,2026-04-25T22:30:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
09e8ade8,Taylor,"Not sure how to set up my first project, no guidance","Not sure how to set up my first project, no guidance. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,web_form,2026-04-04T01:20:00,2026-04-04T09:20:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
27262833,Ines,"Password reset email never arrives, tried 5 times","Password reset email never arrives, tried 5 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,medium,web_form,2026-04-06T22:27:00,2026-04-06T23:27:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
704e904a,Fatima,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,chat,2026-05-14T17:22:00,2026-05-16T03:22:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
9b7ef290,Riley,Applied SAVE10 and got charged full price anyway,"Applied SAVE10 and got charged full price anyway. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,web_form,2026-05-06T11:41:00,2026-05-09T05:41:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
55c67fd3,Casey,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,phone,2026-04-01T00:19:00,2026-04-03T12:19:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_mobile_upload_crash
1c6f5704,Taylor,Promo code LOYAL15 says invalid but it's active on your site,"Promo code LOYAL15 says invalid but it's active on your site. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,chat,2026-05-17T08:06:00,2026-05-18T01:06:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
ad8cbf83,Jordan,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,medium,phone,2026-04-10T21:14:00,2026-04-12T07:14:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
a1398209,Omar,"Too many emails, I already turned these off once","Too many emails, I already turned these off once. I've tried unsubscribing multiple times through the link in the email itself.",Product Feedback,high,web_form,2026-05-31T01:40:00,2026-06-02T03:40:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_notification_spam
62295ea7,Cameron,"Can't log in, reset password page just spins forever","Can't log in, reset password page just spins forever. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,high,web_form,2026-06-24T15:14:00,2026-06-25T05:14:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
4a8f115b,Fatima,Question about enterprise pricing tiers,"Question about enterprise pricing tiers. Just curious, not urgent.",General Inquiry,low,phone,2026-05-17T10:00:00,2026-05-17T19:00:00,"Answered directly, no follow-up needed.",5,none
c9557c48,Grace,Feature request: dark mode for reports,"Feature request: dark mode for reports. Just curious, not urgent.",General Inquiry,low,phone,2026-04-13T04:00:00,2026-04-13T12:00:00,"Answered directly, no follow-up needed.",5,none
e3bd5b4b,Priya,App crashes every time I try to upload a photo,"App crashes every time I try to upload a photo. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,medium,web_form,2026-06-26T12:18:00,2026-06-27T21:18:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
f102b1b8,Grace,Setup wizard closed itself before I finished,"Setup wizard closed itself before I finished. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,medium,chat,2026-06-04T16:26:00,2026-06-05T13:26:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
e947da44,Riley,Why was I charged twice this month?,"Why was I charged twice this month?. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,high,web_form,2026-05-06T19:34:00,2026-05-07T17:34:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
a5977d44,Fatima,CSV export is missing half my records,"CSV export is missing half my records. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,chat,2026-05-11T03:53:00,2026-05-12T22:53:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_export_missing_data
1163fce0,Sam,Request to change account email address,"Request to change account email address. Just curious, not urgent.",General Inquiry,low,web_form,2026-05-21T18:00:00,2026-05-23T11:00:00,"Answered directly, no follow-up needed.",5,none
76419aa7,Jamie,Getting 429 errors with no explanation of why,Getting 429 errors with no explanation of why. This broke our production integration with no warning.,Technical / Bug,high,email,2026-04-21T12:43:00,2026-04-24T05:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_api_rate_limit_unclear
21afc980,Wei,"API suddenly stopped working, no error message that makes sense","API suddenly stopped working, no error message that makes sense. This broke our production integration with no warning.",Technical / Bug,high,web_form,2026-05-24T05:12:00,2026-05-24T22:12:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
132385b3,Casey,Notification settings reset themselves every login,Notification settings reset themselves every login. I've tried unsubscribing multiple times through the link in the email itself.,Product Feedback,low,chat,2026-05-14T08:56:00,2026-05-15T20:56:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_notification_spam
55f22ca7,Alex,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,phone,2026-06-14T19:41:00,2026-06-16T13:41:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_invoice_confusion
6599b12c,Cameron,Mobile app closes itself when I attach a file,"Mobile app closes itself when I attach a file. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,web_form,2026-05-11T09:32:00,2026-05-13T12:32:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
92566097,Sam,Billed for a plan I already cancelled,"Billed for a plan I already cancelled. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,web_form,2026-06-25T20:10:00,2026-06-26T03:10:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_invoice_confusion
c009e984,Jordan,Rate limit hit but docs don't say what the actual limit is,Rate limit hit but docs don't say what the actual limit is. This broke our production integration with no warning.,Technical / Bug,low,chat,2026-06-24T20:09:00,2026-06-27T12:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_api_rate_limit_unclear
5885feb0,Lucas,"Coupon WELCOME20 worked yesterday, now it says expired","Coupon WELCOME20 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,phone,2026-05-13T13:44:00,2026-05-16T05:44:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
b0bd026e,Cameron,Feedback on the new dashboard layout,"Feedback on the new dashboard layout. Just curious, not urgent.",General Inquiry,low,chat,2026-06-28T00:00:00,2026-06-29T19:00:00,"Answered directly, no follow-up needed.",5,none
059a907d,Drew,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,web_form,2026-06-24T06:41:00,2026-06-24T09:41:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
900eb9de,Riley,Rate limit hit but docs don't say what the actual limit is,Rate limit hit but docs don't say what the actual limit is. This broke our production integration with no warning.,Technical / Bug,urgent,phone,2026-05-08T10:07:00,2026-05-08T11:07:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
6f9bdb26,Taylor,Setup wizard closed itself before I finished,"Setup wizard closed itself before I finished. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,email,2026-06-17T19:38:00,2026-06-19T22:38:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_onboarding_confusion
6efab9c9,Grace,"Export only includes data from the last 7 days, I need 90","Export only includes data from the last 7 days, I need 90. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,chat,2026-05-23T01:17:00,2026-05-23T18:17:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_export_missing_data
65a8c63a,Grace,"Password reset email never arrives, tried 3 times","Password reset email never arrives, tried 3 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,high,chat,2026-05-01T09:07:00,2026-05-02T09:07:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
85a9cf57,Grace,Can I get a demo for my team,"Can I get a demo for my team. Just curious, not urgent.",General Inquiry,low,email,2026-05-31T02:00:00,2026-05-31T04:00:00,"Answered directly, no follow-up needed.",4,none
1812daf6,Sam,Notification settings reset themselves every login,Notification settings reset themselves every login. I've tried unsubscribing multiple times through the link in the email itself.,Product Feedback,medium,phone,2026-06-10T20:37:00,2026-06-11T20:37:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_notification_spam
5051153f,Noah,Upload gets stuck at 4% then app force closes,"Upload gets stuck at 4% then app force closes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,chat,2026-05-12T06:44:00,2026-05-13T13:44:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
01a82dee,Cameron,Wondering if there's a student discount,"Wondering if there's a student discount. Just curious, not urgent.",General Inquiry,low,chat,2026-06-18T19:00:00,2026-06-18T23:00:00,"Answered directly, no follow-up needed.",4,none
e0f0fae2,Grace,Promo code SPRING25 says invalid but it's active on your site,"Promo code SPRING25 says invalid but it's active on your site. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,web_form,2026-05-30T14:02:00,2026-05-30T22:02:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
ed3b3ea6,Morgan,"Locked out of my account, reset flow is broken","Locked out of my account, reset flow is broken. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,chat,2026-04-10T00:29:00,2026-04-10T13:29:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
6b570acf,Ines,"Can't attach images on the iOS app, it just crashes","Can't attach images on the iOS app, it just crashes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,urgent,email,2026-06-21T21:59:00,2026-06-24T11:59:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
6a69ebbf,Noah,"Can't log in, reset password page just spins forever","Can't log in, reset password page just spins forever. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,chat,2026-06-14T15:10:00,2026-06-17T11:10:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
086b4f52,Jordan,"Password reset email never arrives, tried 6 times","Password reset email never arrives, tried 6 times. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,high,web_form,2026-04-22T05:20:00,2026-04-23T10:20:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_password_reset_loop
dd0a17ac,Priya,Photo upload freezes and then app quits,"Photo upload freezes and then app quits. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,email,2026-04-30T21:53:00,2026-05-01T00:53:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_mobile_upload_crash
a6c8da40,Riley,"Can't log in, reset password page just spins forever","Can't log in, reset password page just spins forever. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,urgent,phone,2026-05-05T03:51:00,2026-05-07T03:51:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
99accd46,Ines,Downloaded export file is empty,"Downloaded export file is empty. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,urgent,phone,2026-04-05T04:45:00,2026-04-06T23:45:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_export_missing_data
e371ecf1,Omar,"Coupon FLASH30 worked yesterday, now it says expired","Coupon FLASH30 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,chat,2026-06-26T17:24:00,2026-06-28T20:24:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
ddd35e3f,Cameron,Charged for 3 seats but we only have 2 users,"Charged for 3 seats but we only have 2 users. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,low,web_form,2026-06-18T00:57:00,2026-06-18T11:57:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
7b7aa6c7,Lucas,Question about enterprise pricing tiers,"Question about enterprise pricing tiers. Just curious, not urgent.",General Inquiry,low,chat,2026-06-29T10:00:00,2026-06-29T18:00:00,"Answered directly, no follow-up needed.",5,none
90a28cf4,Wei,Mobile app closes itself when I attach a file,"Mobile app closes itself when I attach a file. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,email,2026-05-17T03:43:00,2026-05-19T03:43:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_mobile_upload_crash
1549e5d5,Priya,Upload gets stuck at 5% then app force closes,"Upload gets stuck at 5% then app force closes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,medium,phone,2026-06-05T17:06:00,2026-06-07T10:06:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_mobile_upload_crash
20ba5636,Jamie,Downloaded export file is empty,"Downloaded export file is empty. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,high,phone,2026-04-29T20:04:00,2026-05-02T08:04:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_export_missing_data
88561b0b,Noah,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,low,phone,2026-06-14T13:40:00,2026-06-17T04:40:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_checkout_promo_fail
73690047,Morgan,"Integration broke overnight, API returns errors now","Integration broke overnight, API returns errors now. This broke our production integration with no warning.",Technical / Bug,urgent,email,2026-06-16T15:37:00,2026-06-18T19:37:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
cc564bf0,Drew,Discount code not applying at checkout,"Discount code not applying at checkout. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,email,2026-05-18T09:10:00,2026-05-20T18:10:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
e257c6df,Lucas,Charged for 2 seats but we only have 1 users,"Charged for 2 seats but we only have 1 users. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,medium,chat,2026-06-15T13:24:00,2026-06-15T14:24:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_invoice_confusion
a0ff3aa7,Sam,Asking about data residency for EU customers,"Asking about data residency for EU customers. Just curious, not urgent.",General Inquiry,low,chat,2026-05-25T22:00:00,2026-05-27T00:00:00,"Answered directly, no follow-up needed.",5,none
eb401bdd,Cameron,Mobile app closes itself when I attach a file,"Mobile app closes itself when I attach a file. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,medium,phone,2026-06-09T02:08:00,2026-06-09T22:08:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_mobile_upload_crash
fd6f76f2,Riley,Feature request: dark mode for reports,"Feature request: dark mode for reports. Just curious, not urgent.",General Inquiry,low,chat,2026-05-10T02:00:00,2026-05-11T11:00:00,"Answered directly, no follow-up needed.",5,none
8d8c18c8,Morgan,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,chat,2026-04-27T18:13:00,2026-04-29T00:13:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_checkout_promo_fail
f3433b9c,Drew,Setup wizard closed itself before I finished,"Setup wizard closed itself before I finished. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,urgent,web_form,2026-05-30T02:09:00,2026-05-31T07:09:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_onboarding_confusion
4606725b,Morgan,Reset link takes me to an error page,"Reset link takes me to an error page. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,chat,2026-05-07T07:19:00,2026-05-07T23:19:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_password_reset_loop
6efb68bf,Cameron,My invoice shows a charge I don't recognize,"My invoice shows a charge I don't recognize. Can you explain this line item, it doesn't match what we agreed on the call.",Billing,urgent,phone,2026-04-06T07:30:00,2026-04-06T17:30:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_invoice_confusion
0b99633b,Taylor,Exported report doesn't match what I see in the dashboard,"Exported report doesn't match what I see in the dashboard. This is blocking our monthly reporting, need this fixed urgently.",Technical / Bug,medium,phone,2026-06-17T04:48:00,2026-06-17T14:48:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_export_missing_data
0dcefba0,Jordan,Getting 429 errors with no explanation of why,Getting 429 errors with no explanation of why. This broke our production integration with no warning.,Technical / Bug,medium,email,2026-06-10T15:03:00,2026-06-10T17:03:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_api_rate_limit_unclear
34aef4b8,Diego,Asking about data residency for EU customers,"Asking about data residency for EU customers. Just curious, not urgent.",General Inquiry,low,email,2026-04-15T07:00:00,2026-04-16T15:00:00,"Answered directly, no follow-up needed.",5,none
c4c48bb5,Omar,Onboarding checklist is stuck at step 2 for no reason,"Onboarding checklist is stuck at step 2 for no reason. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,low,chat,2026-06-26T19:38:00,2026-06-27T01:38:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",3,rc_onboarding_confusion
d7d31f9b,Jordan,Getting 429 errors with no explanation of why,Getting 429 errors with no explanation of why. This broke our production integration with no warning.,Technical / Bug,medium,email,2026-04-18T20:14:00,2026-04-19T05:14:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
ffa95045,Sam,"Coupon SAVE10 worked yesterday, now it says expired","Coupon SAVE10 worked yesterday, now it says expired. I double checked the code is correct, copy-pasted it directly from your email.",Billing,high,phone,2026-05-09T16:19:00,2026-05-11T21:19:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_checkout_promo_fail
22822d15,Morgan,Upload gets stuck at 4% then app force closes,"Upload gets stuck at 4% then app force closes. Happens on every attempt, only on mobile, works fine on the website.",Technical / Bug,high,phone,2026-04-19T02:10:00,2026-04-21T10:10:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_mobile_upload_crash
3e106719,Lucas,"Not sure how to set up my first project, no guidance","Not sure how to set up my first project, no guidance. Would help to have a clearer walkthrough, I almost gave up.",Onboarding,high,web_form,2026-05-08T10:06:00,2026-05-08T21:06:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_onboarding_confusion
2fc4453e,Omar,Checkout won't accept any promo code I try,"Checkout won't accept any promo code I try. I double checked the code is correct, copy-pasted it directly from your email.",Billing,urgent,email,2026-06-27T01:02:00,2026-06-27T14:02:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",1,rc_checkout_promo_fail
da0902c4,Elena,Question about enterprise pricing tiers,"Question about enterprise pricing tiers. Just curious, not urgent.",General Inquiry,low,web_form,2026-06-18T20:00:00,2026-06-19T07:00:00,"Answered directly, no follow-up needed.",5,none
33cfba3d,Noah,Getting 429 errors with no explanation of why,Getting 429 errors with no explanation of why. This broke our production integration with no warning.,Technical / Bug,urgent,email,2026-06-20T15:38:00,2026-06-21T17:38:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",2,rc_api_rate_limit_unclear
500a7075,Jamie,Wondering if there's a student discount,"Wondering if there's a student discount. Just curious, not urgent.",General Inquiry,low,phone,2026-04-10T04:00:00,2026-04-11T18:00:00,"Answered directly, no follow-up needed.",4,none
6effe8a0,Sam,"Requested a new password 6 times, nothing in my inbox","Requested a new password 6 times, nothing in my inbox. This has happened every time I try to reset, not just once. Checked spam folder, nothing there.",Account Access,low,phone,2026-05-29T15:20:00,2026-05-29T16:20:00,"Resolved after troubleshooting with customer; workaround provided, underlying issue not yet fixed in product.",4,rc_password_reset_loop
